,age,age,age,age,avg_absences,avg_absences,avg_absences,avg_absences,avg_absences,female,female,female,female,id_s_fr,id_s_fr,id_s_fr,id_s_fr,perf_a,perf_a,perf_a,perf_a,perf_a,perf_b,perf_b,perf_b,perf_b,perf_c,perf_c,perf_c,perf_c,perf_c
4320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21169575,,,,
4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,65.0,67.0,67.0,,8.118306200000001,8.187051799999999,8.742969500000001,,,1.0,1.0,1.0,,3000010110.0,3000010110.0,3000010110.0,,0.055985886,,,,,,,,,0.055985887000000005,,,,
4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4546,,,,,,,,,,,,,,,,,,,,,,,-0.416371072,,,,-0.41637111,,,,
4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,66.0,67.0,68.0,,8.614186300000002,8.5008726,8.608264,,,0.0,0.0,0.0,,3000010110.0,3000010110.0,3000010110.0,,0.664059208,,,,,2.632903515,,,,1.7649471,,,,
4769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,72.0,73.0,74.0,,8.809448199999997,8.707340199999999,8.1397219,,,0.0,0.0,0.0,,3000010362.0,3000010362.0,3000010362.0,,-1.617859501,-1.5736828230000002,,,,,,,,-1.6178595,-0.90415645,,,
5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,65.0,66.0,68.0,,8.8788261,8.8535519,8.8494873,,,1.0,1.0,1.0,,3000010364.0,3000010364.0,3000010364.0,,,,,,,,,,,,,,,
5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,68.0,70.0,70.0,,8.8504505,8.818038900000003,8.598074,,,0.0,0.0,0.0,,3000010352.0,,,,,,,,,,,,,,,,,
5707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,66.0,67.0,68.0,69.0,8.028616900000001,8.6669159,8.041992200000001,1.161661,0.93922812,1.0,1.0,1.0,1.0,3000010130.0,3000010130.0,3000010130.0,3000010130.0,-0.646465375,1.5499479619999998,1.78421684,0.927191852,0.879279898,,,,,-0.5484283000000001,0.93621004,1.7842168999999999,0.91329467,0.87927991
5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,66.0,67.0,68.0,,7.990742699999998,8.2349596,8.099245100000001,,,1.0,1.0,1.0,,3000010167.0,3000010167.0,3000010167.0,,0.37105637,,,,,,,,,0.37105638,,,,
6114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,66.0,67.0,68.0,,8.8806534,8.399683999999999,8.8986664,,,1.0,1.0,1.0,,3000010140.0,3000010140.0,3000010140.0,,,,,,,,,,,,,,,
6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,65.0,66.0,67.0,,8.4529543,8.7980862,8.0740347,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
6319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,65.0,66.0,,,8.2921219,8.823457699999997,,,,1.0,1.0,,,3000010289.0,3000010289.0,,,-0.656551161,-0.203401771,,,,,0.320537433,,,-0.65655112,-0.069085442,,,
6405,65.0,,,,8.3625689,,,,,1.0,,,,3000010226.0,,,,0.126882414,,,,,,,,,0.12688242,,,,
6449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6886,65.0,66.0,67.0,,8.6165409,8.7723188,8.8427944,,,1.0,1.0,1.0,,3000010105.0,3000010105.0,3000010105.0,,-1.425958489,,,,,1.058154292,,,,0.16838868,,,,
6916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6934,,,,,8.538964300000002,,,,,,,,,,,,,,,,,,,,,,,,,,
6954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7262,65.0,66.0,67.0,,8.8203459,7.962216400000001,9.003837599999997,,,1.0,1.0,1.0,,3000010121.0,3000010121.0,3000010121.0,,2.14151785,,,,,,,,,1.0912309999999998,,,,
7289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7653,65.0,66.0,67.0,,8.6369467,8.6825829,8.1025572,,,1.0,1.0,1.0,,3000010160.0,3000010160.0,3000010160.0,,0.019229515,0.042146871,-0.438865809,,,-0.331640682,,,,-0.16559103,0.44732395,-0.43886581,,
7703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7715,66.0,67.0,68.0,,8.607330300000001,8.2742558,8.4306612,,,0.0,0.0,0.0,,3000010291.0,3000010291.0,3000010291.0,,-1.894131662,-1.183681395,,,,,,,,-1.8941317,-1.1836813999999998,,,
7742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7912,65.0,66.0,67.0,68.0,8.280282000000001,7.929566900000001,8.0368233,1.2143898000000002,0.27965811,1.0,1.0,1.0,1.0,3000010130.0,3000010132.0,3000010132.0,3000010132.0,-0.199976468,,1.829171173,,,,,,,-0.19997646,,1.8291712,,
7938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019,65.0,66.0,67.0,,8.672377599999999,8.4342937,8.0500183,,,1.0,1.0,1.0,,3000010136.0,3000010136.0,3000010136.0,,,,,,,,,,,,,,,
8057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8096,65.0,66.0,67.0,,7.9705997,8.695426,8.3220844,,,1.0,1.0,1.0,,3000010362.0,3000010362.0,3000010362.0,,0.779197914,,,,,,,,,0.77919793,,,,
8098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8262,65.0,66.0,67.0,68.0,8.3246546,8.1838675,8.1350327,1.8686887,,1.0,1.0,1.0,1.0,3000010132.0,3000010132.0,3000010132.0,3000010132.0,1.480698379,1.767792882,1.240207605,0.7898800009999999,,-0.093503173,0.08856325,,,0.42356861,0.58899915,1.2402077,0.78987998,
8263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321,66.0,67.0,68.0,69.0,8.700285000000001,8.6148052,8.8239899,1.9711627,,1.0,1.0,1.0,1.0,3000010193.0,,3000010151.0,,,0.015768979,,,,-0.547428704,,,,-0.2488109,0.015768979,,,
8361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8426,66.0,67.0,68.0,,8.5155754,7.999614699999999,8.3016996,,,1.0,1.0,1.0,,3000010180.0,3000010180.0,3000010180.0,,0.365103929,0.033902403,,,,0.282845555,,,,0.37642369,0.033902403,,,
8443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,65.0,67.0,67.0,,8.11695,8.524360699999999,8.772255900000001,,,1.0,1.0,1.0,,3000010364.0,,,,1.3372759909999998,,,,,,,,,1.3372760000000001,,,,
8505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8665,65.0,66.0,67.0,68.0,8.843601199999998,8.1360512,8.7201147,1.3917361,,1.0,1.0,1.0,1.0,3000010354.0,3000010354.0,3000010364.0,3000010354.0,,,-3.091426189,0.67028357,,,,,-0.628411126,,,-1.7245715,-0.77513552,
8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8768,,,,,8.786316900000001,8.178379099999999,8.136831299999999,,,,,,,,,,,-0.464058669,0.187696685,,,,,,,,-0.46405864,-0.37425506,,,
8774,65.0,66.0,67.0,68.0,8.809654199999997,8.6275415,8.933549900000003,1.4072225,0.76706755,1.0,1.0,1.0,1.0,,,,,-0.057175027,0.157456026,-0.840088429,-0.473055194,,,,,,-0.057175025,-1.4971552,-0.84008843,-0.47305518,
8777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8817,41.333332,42.5,43.0,44.0,8.0089893,8.493783,8.9984274,2.0892603,0.36750573,1.0,1.0,1.0,1.0,3000010353.0,3000010353.0,,3000010857.0,,-1.2515773890000002,-1.051944222,-1.758694858,-1.199343758,,,,,,-1.2515774,-1.0519441,-1.7586948,-1.1993438
8822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,64.0,65.0,66.0,67.0,8.2153559,8.113246,8.2127666,1.3968247,,1.0,1.0,1.0,1.0,3000010256.0,3000010256.0,3000010256.0,3000010256.0,,,,,,,,,,,,,,
9224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9570,64.0,65.0,66.0,,8.483799900000001,8.422039999999999,8.825532,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
9584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648,64.0,65.0,,,8.516106599999999,8.6189108,,,,1.0,1.0,,,3000010165.0,3000010165.0,,,0.692949218,0.009855137,,,,,,,,0.69294918,0.009855137,,,
9650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9679,65.0,66.0,67.0,68.0,8.8475924,8.177043,8.4588041,1.6030986,,1.0,1.0,1.0,1.0,,,,,,1.676477841,,,,,,,,,1.6764778999999999,,,
9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9894,63.0,64.0,65.0,,8.693283099999999,8.0377264,8.785394699999998,,,1.0,1.0,1.0,,3000010362.0,3000010362.0,3000010362.0,,,,,,,,,,,,,,,
10021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10483,65.0,66.0,,,8.5295019,8.279377,,,,1.0,1.0,,,3000010372.0,3000010372.0,,,-0.325078111,-0.483052022,,,,,,,,-0.32507813,-0.064002737,,,
10492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10587,65.0,66.0,67.0,,8.1791191,8.1779137,8.5888586,,,1.0,1.0,1.0,,3000010110.0,,,,0.702753209,,,,,0.849597575,,,,0.45140451,,,,
10597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10647,65.0,66.0,67.0,,8.545282400000001,8.549133300000001,8.4135847,,,1.0,1.0,1.0,,3000010364.0,3000010364.0,3000010364.0,,-0.317729976,0.486215099,0.35692077,,,,,,,-0.31772998,-0.008015245,0.35692075,,
10662,65.0,66.0,67.0,68.0,8.712178199999999,7.999370599999999,8.8157291,1.4141638,,1.0,1.0,1.0,1.0,3000010132.0,3000010132.0,3000010132.0,3000010132.0,0.53290013,0.619047287,0.9004710570000001,1.506896451,,-0.30309518,,0.11458147,,0.16916646,0.88660026,0.6449908000000001,1.5068965,
10666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10983,64.0,,,,8.7222519,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11115,64.0,65.0,66.0,,8.3944292,8.2952738,8.9961386,,,1.0,1.0,1.0,,3000010106.0,3000010106.0,3000010106.0,,,,,,,,,,,,,,,
11132,63.0,,,,8.100914,,,,,1.0,,,,3000010358.0,,,,-0.5425120760000001,,,,,,,,,-0.54251212,,,,
11158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11466,63.0,65.0,65.0,,8.0455141,8.3895864,8.684940300000001,,,1.0,1.0,1.0,,3000010155.0,3000010155.0,3000010155.0,,0.594019641,,,,,,,,,0.59401965,,,,
11482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11679,63.0,64.0,65.0,,8.3062334,8.7250471,8.7711296,,,1.0,1.0,1.0,,3000010360.0,3000010360.0,3000010360.0,,,,,,,,,,,,,,,
11694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11747,63.0,64.0,65.0,,8.1245642,8.6168451,8.6518373,,,1.0,1.0,1.0,,3000010165.0,3000010165.0,3000010165.0,,0.198525512,,,,,-0.26314967,,,,0.03718115,,,,
11776,63.0,64.0,65.0,,8.6496811,8.0297098,8.1888218,,,1.0,1.0,1.0,,3000010179.0,3000010179.0,,,0.585993454,0.429438093,,,,0.228339174,,,,0.40173507,0.33849877,,,
11790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11957,66.0,67.0,68.0,,7.9851732,8.7454805,8.883492500000003,,,1.0,1.0,1.0,,3000010362.0,3000010362.0,3000010362.0,,,,,,,,,,,,,,,
12094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12126,63.0,63.0,64.0,,8.703608500000001,8.0965481,8.1530561,,,0.0,0.0,0.0,,3000010160.0,3000010160.0,3000010160.0,,,,,,,,,,,,,,,
12251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12332,63.0,64.0,65.0,,8.4555569,8.1117115,8.9563913,,,1.0,1.0,1.0,,3000010107.0,,,,,,,,,,,,,,,,,
12333,64.0,65.0,66.0,67.0,8.198137299999999,8.0784292,8.3802071,1.4616806999999998,0.87056881,1.0,1.0,1.0,1.0,3000010193.0,3000010193.0,3000010289.0,3000010289.0,-1.084336166,-1.912153461,-0.905444486,0.20623016,,,0.893023233,0.339948449,-0.56346166,-0.26447877,0.21253121,-0.38936463,0.007257148000000001,
12405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12516,63.0,64.0,,,8.3867836,8.345373200000001,8.858617800000003,,,1.0,1.0,,,,,,,-0.437821166,-0.289276087,0.082252887,,,,,,,-0.43782118,-0.28927609,0.082252882,,
12590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
